user_id,age,reels_watch_time_hours,daily_screen_time_hours,sleep_hours,attention_span_score,focus_level,task_completion_rate,stress_level,platform,stress_level_num,cluster,segmento
6402,15,3.48,4.69,4.38,1.96,3.35,72.71,Medium,TikTok,2,3,Alto consumo / Bajo rendimiento
6403,36,4.89,6.4,4.97,1.07,6.81,67.2,Low,Instagram Reels,1,1,Alto consumo / Bajo rendimiento
6404,43,0.7,6.46,6.1,3.31,9.27,99.28,Low,YouTube Shorts,1,2,Bajo consumo / Alto rendimiento
6405,20,5.91,9.74,8.44,5.97,2.49,41.53,Medium,Instagram Reels,2,0,Alto consumo / Alto rendimiento
6406,30,3.0,5.67,6.66,1.68,2.7,85.46,High,TikTok,3,3,Alto consumo / Bajo rendimiento
6407,41,2.48,3.63,7.74,6.53,6.4,43.06,Low,YouTube Shorts,1,2,Bajo consumo / Alto rendimiento
6408,34,2.11,4.51,4.87,7.05,5.08,65.86,High,TikTok,3,0,Alto consumo / Alto rendimiento
6409,26,1.46,4.15,4.53,9.73,7.46,52.11,Low,TikTok,1,2,Bajo consumo / Alto rendimiento
6410,25,4.85,9.32,5.2,9.1,3.59,96.72,High,TikTok,3,0,Alto consumo / Alto rendimiento
6411,43,5.75,6.7,5.57,6.1,5.9,83.35,Medium,Instagram Reels,2,0,Alto consumo / Alto rendimiento
6412,41,2.78,9.09,6.74,8.14,4.48,67.77,Low,TikTok,1,1,Alto consumo / Bajo rendimiento
6413,43,5.74,6.16,8.41,4.27,3.53,97.13,Low,Instagram Reels,1,2,Bajo consumo / Alto rendimiento
6414,24,5.03,10.9,6.13,6.27,7.56,83.28,High,Instagram Reels,3,0,Alto consumo / Alto rendimiento
6415,17,3.15,11.84,6.59,4.63,8.16,97.12,Medium,Instagram Reels,2,1,Alto consumo / Bajo rendimiento
6416,27,4.21,8.7,4.02,4.03,3.96,82.27,Low,TikTok,1,1,Alto consumo / Bajo rendimiento
6417,41,2.89,10.64,4.17,7.55,6.61,44.66,Medium,TikTok,2,0,Alto consumo / Alto rendimiento
6418,17,3.57,7.08,4.42,3.67,2.61,76.98,Low,TikTok,1,1,Alto consumo / Bajo rendimiento
6419,29,0.82,11.35,7.49,4.42,8.12,98.82,High,YouTube Shorts,3,3,Alto consumo / Bajo rendimiento
6420,30,4.33,10.32,6.43,4.3,3.53,52.85,Medium,YouTube Shorts,2,1,Alto consumo / Bajo rendimiento
6421,43,0.79,11.92,4.96,8.83,2.54,87.56,High,YouTube Shorts,3,0,Alto consumo / Alto rendimiento
6422,27,4.99,8.23,6.96,2.53,9.46,51.08,Medium,YouTube Shorts,2,3,Alto consumo / Bajo rendimiento
6423,31,5.04,9.79,6.72,4.43,4.8,67.13,Low,YouTube Shorts,1,1,Alto consumo / Bajo rendimiento
6424,17,1.8,7.43,4.44,8.99,6.79,45.08,Low,TikTok,1,1,Alto consumo / Bajo rendimiento
6425,34,2.28,4.59,7.2,1.14,8.28,60.44,High,TikTok,3,3,Alto consumo / Bajo rendimiento
6426,25,3.15,5.55,7.84,9.53,7.18,86.57,Medium,TikTok,2,0,Alto consumo / Alto rendimiento
6427,41,3.78,10.94,5.43,9.09,6.08,42.72,High,Instagram Reels,3,0,Alto consumo / Alto rendimiento
6428,35,2.08,2.56,7.44,4.76,4.34,59.21,Medium,Instagram Reels,2,2,Bajo consumo / Alto rendimiento
6429,33,3.76,7.91,5.0,6.88,9.27,77.79,Low,TikTok,1,1,Alto consumo / Bajo rendimiento
6430,36,2.14,5.72,7.78,9.92,2.2,96.91,Low,TikTok,1,2,Bajo consumo / Alto rendimiento
6431,25,0.81,5.87,8.56,5.99,8.96,54.72,Low,TikTok,1,2,Bajo consumo / Alto rendimiento
6432,44,0.51,10.85,6.21,1.87,7.39,50.39,Medium,TikTok,2,1,Alto consumo / Bajo rendimiento
6433,42,1.06,10.54,5.22,8.68,6.14,52.22,Low,Instagram Reels,1,1,Alto consumo / Bajo rendimiento
6434,30,4.86,7.99,6.0,2.21,3.92,54.21,Low,Instagram Reels,1,1,Alto consumo / Bajo rendimiento
6435,35,5.79,4.73,5.25,3.32,2.31,78.3,Medium,TikTok,2,3,Alto consumo / Bajo rendimiento
6436,17,2.85,6.75,4.01,8.86,4.99,99.92,Low,TikTok,1,2,Bajo consumo / Alto rendimiento
6437,36,3.32,6.08,7.25,3.3,8.05,71.42,Medium,TikTok,2,3,Alto consumo / Bajo rendimiento
6438,20,1.31,5.54,4.21,7.71,7.71,56.29,Low,YouTube Shorts,1,2,Bajo consumo / Alto rendimiento
6439,28,3.53,3.03,5.05,5.03,6.81,84.82,Medium,TikTok,2,2,Bajo consumo / Alto rendimiento
6440,38,1.3,7.43,7.61,7.84,9.93,49.5,High,TikTok,3,0,Alto consumo / Alto rendimiento
6441,32,3.86,5.02,7.33,3.09,9.75,41.8,Medium,TikTok,2,3,Alto consumo / Bajo rendimiento
6442,31,5.63,8.61,4.37,4.78,4.6,76.32,Medium,YouTube Shorts,2,1,Alto consumo / Bajo rendimiento
6443,18,1.58,5.19,7.3,3.86,2.73,52.62,Low,YouTube Shorts,1,2,Bajo consumo / Alto rendimiento
6444,37,4.71,6.31,8.65,3.24,5.17,63.95,Low,TikTok,1,2,Bajo consumo / Alto rendimiento
6445,29,0.63,2.52,4.37,3.83,8.6,53.87,Low,YouTube Shorts,1,2,Bajo consumo / Alto rendimiento
6446,25,2.57,11.93,6.08,3.91,5.13,95.08,Low,YouTube Shorts,1,1,Alto consumo / Bajo rendimiento
6447,40,1.11,7.08,7.65,9.6,4.02,60.28,High,Instagram Reels,3,0,Alto consumo / Alto rendimiento
6448,17,2.44,2.24,7.34,5.8,7.67,66.94,Low,TikTok,1,2,Bajo consumo / Alto rendimiento
6449,17,1.45,7.41,5.13,5.16,6.85,54.09,High,Instagram Reels,3,3,Alto consumo / Bajo rendimiento
6450,30,2.55,10.7,4.82,5.53,9.72,45.09,Low,TikTok,1,1,Alto consumo / Bajo rendimiento
6451,19,2.8,9.73,7.92,9.97,5.94,70.75,Medium,TikTok,2,0,Alto consumo / Alto rendimiento
6452,35,2.15,9.01,8.78,6.88,9.71,92.12,Medium,YouTube Shorts,2,0,Alto consumo / Alto rendimiento
6453,43,4.11,3.39,7.84,7.33,3.62,61.1,Medium,TikTok,2,2,Bajo consumo / Alto rendimiento
6454,24,5.55,8.58,8.82,3.82,8.78,86.86,Low,YouTube Shorts,1,1,Alto consumo / Bajo rendimiento
6455,33,2.7,9.66,7.02,5.24,4.16,41.96,High,YouTube Shorts,3,0,Alto consumo / Alto rendimiento
6456,39,1.56,7.72,8.65,2.66,8.29,54.13,Medium,Instagram Reels,2,3,Alto consumo / Bajo rendimiento
6457,18,1.99,10.93,7.45,7.17,9.33,47.89,Medium,YouTube Shorts,2,1,Alto consumo / Bajo rendimiento
6458,43,5.2,4.77,8.54,4.1,6.61,64.17,High,Instagram Reels,3,3,Alto consumo / Bajo rendimiento
6459,43,3.64,4.42,4.81,7.73,7.56,93.66,High,YouTube Shorts,3,0,Alto consumo / Alto rendimiento
6460,33,3.0,10.7,8.08,2.92,9.63,62.41,High,Instagram Reels,3,3,Alto consumo / Bajo rendimiento
6461,25,1.32,8.25,4.98,4.63,4.38,76.2,Medium,TikTok,2,1,Alto consumo / Bajo rendimiento
6462,16,2.97,2.01,4.14,5.24,5.6,93.89,High,TikTok,3,3,Alto consumo / Bajo rendimiento
6463,24,2.03,5.53,6.59,2.5,9.08,61.59,Low,YouTube Shorts,1,2,Bajo consumo / Alto rendimiento
6464,43,5.69,10.58,5.59,1.63,7.06,61.95,Low,TikTok,1,1,Alto consumo / Bajo rendimiento
6465,25,5.36,2.27,4.22,3.85,8.86,45.28,Low,TikTok,1,2,Bajo consumo / Alto rendimiento
6466,39,0.96,2.03,8.9,5.9,6.56,60.94,Low,TikTok,1,2,Bajo consumo / Alto rendimiento
6467,34,3.34,4.81,7.33,6.87,7.66,84.77,Low,YouTube Shorts,1,2,Bajo consumo / Alto rendimiento
6468,30,1.74,11.14,8.51,4.83,1.12,90.68,Low,TikTok,1,1,Alto consumo / Bajo rendimiento
6469,33,2.76,11.01,9.0,5.5,4.06,83.37,Low,TikTok,1,1,Alto consumo / Bajo rendimiento
6470,37,5.32,7.19,5.96,5.89,7.93,40.42,Medium,TikTok,2,0,Alto consumo / Alto rendimiento
6471,38,3.4,7.53,5.27,5.61,4.64,47.02,Low,Instagram Reels,1,2,Bajo consumo / Alto rendimiento
6472,25,2.34,5.32,4.92,1.81,4.27,83.86,High,TikTok,3,3,Alto consumo / Bajo rendimiento
6473,28,1.64,4.44,6.58,4.65,9.56,96.54,Medium,TikTok,2,3,Alto consumo / Bajo rendimiento
6474,16,4.9,10.15,7.03,2.84,5.97,81.72,Medium,Instagram Reels,2,1,Alto consumo / Bajo rendimiento
6475,37,3.93,3.06,6.36,5.8,2.73,53.57,Low,YouTube Shorts,1,2,Bajo consumo / Alto rendimiento
6476,42,3.07,6.87,5.94,7.82,5.25,46.45,Low,YouTube Shorts,1,2,Bajo consumo / Alto rendimiento
6477,19,1.7,8.34,4.84,6.22,5.67,92.62,Medium,Instagram Reels,2,1,Alto consumo / Bajo rendimiento
6478,41,2.34,3.04,6.21,3.0,9.9,45.94,Low,Instagram Reels,1,2,Bajo consumo / Alto rendimiento
6479,19,5.78,7.2,4.43,2.87,7.46,49.06,High,YouTube Shorts,3,3,Alto consumo / Bajo rendimiento
6480,33,3.36,7.78,8.33,1.33,5.67,75.8,Medium,TikTok,2,3,Alto consumo / Bajo rendimiento
6481,35,2.7,9.42,4.23,4.84,4.89,51.4,Low,YouTube Shorts,1,1,Alto consumo / Bajo rendimiento
6482,26,3.37,4.35,5.9,4.9,9.24,53.66,Low,YouTube Shorts,1,2,Bajo consumo / Alto rendimiento
6483,32,4.78,4.93,4.5,3.13,6.81,48.54,Low,YouTube Shorts,1,2,Bajo consumo / Alto rendimiento
6484,18,2.37,7.7,7.87,7.88,4.2,96.66,Medium,Instagram Reels,2,0,Alto consumo / Alto rendimiento
6485,36,1.48,11.83,5.56,4.48,5.18,47.5,High,TikTok,3,0,Alto consumo / Alto rendimiento
6486,31,3.72,4.17,4.57,7.02,3.5,95.88,High,TikTok,3,0,Alto consumo / Alto rendimiento
6487,24,4.16,11.86,6.66,6.76,9.64,59.57,Medium,TikTok,2,1,Alto consumo / Bajo rendimiento
6488,34,4.42,9.14,8.58,6.44,7.32,89.29,Medium,TikTok,2,0,Alto consumo / Alto rendimiento
6489,20,5.35,10.26,8.54,9.17,4.53,97.0,Low,YouTube Shorts,1,1,Alto consumo / Bajo rendimiento
6490,39,2.54,2.9,5.25,1.14,2.65,71.16,High,TikTok,3,3,Alto consumo / Bajo rendimiento
6491,28,0.91,5.0,7.6,1.61,2.59,86.21,Low,TikTok,1,2,Bajo consumo / Alto rendimiento
6492,25,5.77,2.58,4.15,7.5,5.3,55.96,Medium,TikTok,2,2,Bajo consumo / Alto rendimiento
6493,25,2.89,5.72,4.66,4.18,5.21,62.98,High,TikTok,3,3,Alto consumo / Bajo rendimiento
6494,43,3.93,11.81,6.5,9.88,4.76,73.18,Medium,Instagram Reels,2,0,Alto consumo / Alto rendimiento
6495,32,4.16,3.05,5.14,2.95,8.67,91.03,High,Instagram Reels,3,3,Alto consumo / Bajo rendimiento
6496,41,3.51,7.62,7.99,2.65,9.81,77.24,Medium,TikTok,2,3,Alto consumo / Bajo rendimiento
6497,37,1.63,2.06,8.66,6.29,4.19,41.33,Low,TikTok,1,2,Bajo consumo / Alto rendimiento
6498,36,4.65,9.13,4.02,3.51,3.65,58.29,High,TikTok,3,3,Alto consumo / Bajo rendimiento
6499,32,4.92,3.97,5.16,4.06,7.93,91.9,High,Instagram Reels,3,3,Alto consumo / Bajo rendimiento
6500,38,3.54,3.3,6.2,9.29,5.05,54.41,High,YouTube Shorts,3,0,Alto consumo / Alto rendimiento
6501,37,3.19,5.37,6.82,1.24,2.96,62.08,Medium,TikTok,2,3,Alto consumo / Bajo rendimiento
6502,25,1.13,9.71,8.58,5.78,2.63,63.38,Low,Instagram Reels,1,1,Alto consumo / Bajo rendimiento
6503,35,0.96,3.07,8.46,4.01,3.53,49.27,Low,YouTube Shorts,1,2,Bajo consumo / Alto rendimiento
6504,26,2.37,4.3,7.19,4.11,1.01,60.99,High,Instagram Reels,3,3,Alto consumo / Bajo rendimiento
6505,19,2.21,2.08,5.29,3.23,9.47,89.05,Low,TikTok,1,2,Bajo consumo / Alto rendimiento
6506,37,5.75,11.68,7.92,2.21,4.87,90.95,Medium,YouTube Shorts,2,1,Alto consumo / Bajo rendimiento
6507,23,4.81,7.92,5.01,1.31,1.75,74.85,High,TikTok,3,3,Alto consumo / Bajo rendimiento
6508,41,4.13,9.2,8.83,9.89,2.48,80.72,Medium,Instagram Reels,2,0,Alto consumo / Alto rendimiento
6509,39,3.35,8.51,4.03,6.94,3.91,72.07,Medium,Instagram Reels,2,0,Alto consumo / Alto rendimiento
6510,23,1.42,3.44,6.85,7.99,5.97,42.66,Low,Instagram Reels,1,2,Bajo consumo / Alto rendimiento
6511,36,5.88,7.95,4.44,1.59,7.33,81.8,High,YouTube Shorts,3,3,Alto consumo / Bajo rendimiento
6512,24,2.56,3.31,6.04,1.13,3.77,99.79,Medium,YouTube Shorts,2,3,Alto consumo / Bajo rendimiento
6513,36,1.09,6.01,7.17,6.4,9.62,53.67,High,Instagram Reels,3,0,Alto consumo / Alto rendimiento
6514,33,3.22,7.69,7.45,7.51,7.84,98.93,High,YouTube Shorts,3,0,Alto consumo / Alto rendimiento
6515,15,5.31,7.59,7.93,4.55,8.43,99.87,Medium,Instagram Reels,2,3,Alto consumo / Bajo rendimiento
6516,21,5.38,3.19,6.97,4.49,3.91,48.49,Low,Instagram Reels,1,2,Bajo consumo / Alto rendimiento
6517,18,0.56,2.34,5.26,4.46,4.43,95.57,Low,Instagram Reels,1,2,Bajo consumo / Alto rendimiento
6518,15,5.37,9.98,8.45,2.37,5.84,80.53,High,YouTube Shorts,3,3,Alto consumo / Bajo rendimiento
6519,29,1.99,9.26,8.06,7.79,5.07,67.98,Low,YouTube Shorts,1,1,Alto consumo / Bajo rendimiento
6520,22,0.71,2.82,4.8,2.94,3.34,60.68,High,TikTok,3,3,Alto consumo / Bajo rendimiento
6521,26,5.16,3.27,8.13,3.92,9.98,77.79,High,YouTube Shorts,3,3,Alto consumo / Bajo rendimiento
6522,36,5.25,10.93,8.86,7.04,8.64,90.57,Medium,TikTok,2,0,Alto consumo / Alto rendimiento
6523,36,3.78,9.69,7.19,1.0,3.14,42.05,High,TikTok,3,3,Alto consumo / Bajo rendimiento
6524,32,3.66,11.96,5.41,7.9,9.03,72.13,Medium,Instagram Reels,2,1,Alto consumo / Bajo rendimiento
6525,29,4.97,4.54,7.03,9.09,6.28,79.02,Low,YouTube Shorts,1,2,Bajo consumo / Alto rendimiento
6526,31,4.82,6.88,5.71,1.46,1.11,41.54,Medium,YouTube Shorts,2,3,Alto consumo / Bajo rendimiento
6527,43,5.4,4.36,7.38,6.32,4.12,93.34,Low,TikTok,1,2,Bajo consumo / Alto rendimiento
6528,28,3.54,8.23,6.72,4.68,1.23,97.11,Medium,Instagram Reels,2,1,Alto consumo / Bajo rendimiento
6529,28,5.82,3.15,8.65,1.71,1.79,76.75,Low,Instagram Reels,1,2,Bajo consumo / Alto rendimiento
6530,32,5.98,3.27,7.09,7.14,2.61,47.02,High,Instagram Reels,3,0,Alto consumo / Alto rendimiento
6531,34,1.14,2.72,5.07,6.51,5.36,95.94,Medium,Instagram Reels,2,2,Bajo consumo / Alto rendimiento
6532,32,5.17,8.94,7.63,6.78,4.43,88.3,Low,TikTok,1,1,Alto consumo / Bajo rendimiento
6533,30,3.25,6.94,5.5,8.32,2.34,41.71,Medium,YouTube Shorts,2,0,Alto consumo / Alto rendimiento
6534,15,2.63,8.18,5.36,3.58,4.55,74.75,High,YouTube Shorts,3,3,Alto consumo / Bajo rendimiento
6535,37,3.87,10.79,5.96,7.09,3.74,46.87,Low,Instagram Reels,1,1,Alto consumo / Bajo rendimiento
6536,41,0.81,9.4,4.06,7.69,4.69,48.46,High,YouTube Shorts,3,0,Alto consumo / Alto rendimiento
6537,25,3.29,6.62,8.85,2.52,2.55,51.55,Medium,TikTok,2,3,Alto consumo / Bajo rendimiento
6538,29,5.29,11.84,6.66,9.61,6.49,63.77,High,TikTok,3,0,Alto consumo / Alto rendimiento
6539,26,1.67,6.56,7.87,4.06,1.4,92.58,Low,YouTube Shorts,1,2,Bajo consumo / Alto rendimiento
6540,22,2.85,3.12,5.29,7.42,4.49,41.86,High,TikTok,3,0,Alto consumo / Alto rendimiento
6541,36,5.67,11.93,7.73,7.79,9.05,81.35,High,Instagram Reels,3,0,Alto consumo / Alto rendimiento
6542,34,2.86,2.23,6.84,5.54,4.78,97.87,Low,TikTok,1,2,Bajo consumo / Alto rendimiento
6543,44,2.47,7.5,6.12,2.16,4.97,78.47,Low,TikTok,1,1,Alto consumo / Bajo rendimiento
6544,20,2.92,5.09,8.85,3.48,1.61,88.94,High,YouTube Shorts,3,3,Alto consumo / Bajo rendimiento
6545,17,3.36,7.04,6.47,3.11,6.45,94.11,Medium,TikTok,2,3,Alto consumo / Bajo rendimiento
6546,42,3.98,7.59,7.29,5.67,9.43,82.89,High,TikTok,3,0,Alto consumo / Alto rendimiento
6547,38,4.9,4.4,4.08,3.35,3.62,79.59,High,TikTok,3,3,Alto consumo / Bajo rendimiento
6548,40,2.99,7.57,5.51,5.92,4.54,41.08,Low,Instagram Reels,1,2,Bajo consumo / Alto rendimiento
6549,44,5.0,9.56,8.44,3.59,6.29,71.13,Low,Instagram Reels,1,1,Alto consumo / Bajo rendimiento
6550,27,3.44,4.67,7.79,1.01,1.84,68.15,Low,YouTube Shorts,1,2,Bajo consumo / Alto rendimiento
6551,27,2.36,5.83,6.68,4.27,9.55,71.36,Low,Instagram Reels,1,2,Bajo consumo / Alto rendimiento
6552,16,4.12,4.68,8.5,6.46,5.21,65.95,High,TikTok,3,3,Alto consumo / Bajo rendimiento
6553,19,4.45,10.21,6.43,7.96,2.04,94.39,Low,YouTube Shorts,1,1,Alto consumo / Bajo rendimiento
6554,31,3.57,9.25,6.83,1.26,4.02,93.34,Low,TikTok,1,1,Alto consumo / Bajo rendimiento
6555,20,0.81,10.71,5.91,3.32,4.36,47.54,Medium,Instagram Reels,2,1,Alto consumo / Bajo rendimiento
6556,16,1.43,3.7,7.1,9.87,4.11,71.97,Medium,TikTok,2,2,Bajo consumo / Alto rendimiento
6557,18,2.07,2.74,5.6,3.36,7.24,97.57,Medium,YouTube Shorts,2,3,Alto consumo / Bajo rendimiento
6558,36,2.05,3.19,5.93,7.99,4.11,75.92,Medium,Instagram Reels,2,2,Bajo consumo / Alto rendimiento
6559,40,4.2,3.61,8.83,5.58,3.91,88.1,High,Instagram Reels,3,3,Alto consumo / Bajo rendimiento
6560,25,0.6,7.33,4.56,2.1,3.9,62.4,Medium,YouTube Shorts,2,3,Alto consumo / Bajo rendimiento
6561,22,4.66,11.71,4.53,6.79,8.0,62.63,Medium,YouTube Shorts,2,1,Alto consumo / Bajo rendimiento
6562,26,1.96,5.57,4.22,9.7,3.78,59.54,Medium,YouTube Shorts,2,0,Alto consumo / Alto rendimiento
6563,22,2.21,11.59,5.6,8.98,1.13,41.31,High,TikTok,3,0,Alto consumo / Alto rendimiento
6564,25,3.4,2.38,5.99,7.21,4.29,95.49,High,Instagram Reels,3,0,Alto consumo / Alto rendimiento
6565,36,1.69,11.27,4.47,5.61,3.5,60.98,High,TikTok,3,0,Alto consumo / Alto rendimiento
6566,34,5.36,3.81,6.75,3.87,9.18,62.03,Medium,TikTok,2,3,Alto consumo / Bajo rendimiento
6567,22,0.97,11.12,6.92,4.21,5.3,85.57,High,TikTok,3,3,Alto consumo / Bajo rendimiento
6568,43,2.94,2.56,7.76,4.12,3.11,71.61,High,Instagram Reels,3,3,Alto consumo / Bajo rendimiento
6569,22,5.17,11.48,8.88,9.3,9.83,61.72,Medium,YouTube Shorts,2,0,Alto consumo / Alto rendimiento
6570,40,3.89,4.01,7.1,2.9,3.22,93.02,High,Instagram Reels,3,3,Alto consumo / Bajo rendimiento
6571,44,2.11,5.03,4.56,4.4,7.87,89.52,High,TikTok,3,3,Alto consumo / Bajo rendimiento
6572,31,2.81,6.91,4.44,4.89,6.85,98.61,High,YouTube Shorts,3,3,Alto consumo / Bajo rendimiento
6573,34,4.39,5.81,7.89,4.68,5.16,78.46,Medium,Instagram Reels,2,3,Alto consumo / Bajo rendimiento
6574,34,5.85,8.68,7.25,1.04,4.65,81.41,High,YouTube Shorts,3,3,Alto consumo / Bajo rendimiento
6575,37,5.41,11.75,4.81,3.44,8.85,59.47,Low,TikTok,1,1,Alto consumo / Bajo rendimiento
6576,30,2.38,8.06,5.27,5.49,5.28,45.97,High,YouTube Shorts,3,0,Alto consumo / Alto rendimiento
6577,28,5.99,9.21,7.75,7.84,4.38,46.36,Medium,TikTok,2,0,Alto consumo / Alto rendimiento
6578,44,0.52,2.88,6.83,6.13,4.19,78.76,Low,YouTube Shorts,1,2,Bajo consumo / Alto rendimiento
6579,25,0.65,8.28,6.93,4.46,3.48,46.8,Low,TikTok,1,1,Alto consumo / Bajo rendimiento
6580,21,5.03,6.54,5.05,6.99,4.68,94.4,Medium,YouTube Shorts,2,0,Alto consumo / Alto rendimiento
6581,30,1.6,10.86,7.15,6.99,2.08,82.23,High,Instagram Reels,3,0,Alto consumo / Alto rendimiento
6582,27,0.83,5.88,7.85,3.23,1.59,53.57,Medium,TikTok,2,3,Alto consumo / Bajo rendimiento
6583,41,1.8,8.79,8.43,1.93,5.87,56.75,Medium,YouTube Shorts,2,3,Alto consumo / Bajo rendimiento
6584,29,2.84,4.28,7.68,8.23,5.09,82.6,Medium,Instagram Reels,2,2,Bajo consumo / Alto rendimiento
6585,38,4.52,4.59,6.88,5.77,2.56,89.45,Low,YouTube Shorts,1,2,Bajo consumo / Alto rendimiento
6586,30,3.93,5.76,7.37,2.59,1.96,90.37,High,Instagram Reels,3,3,Alto consumo / Bajo rendimiento
6587,41,1.81,5.04,6.43,3.36,2.29,76.06,Medium,YouTube Shorts,2,3,Alto consumo / Bajo rendimiento
6588,35,3.27,4.54,5.13,7.9,3.84,49.31,High,Instagram Reels,3,0,Alto consumo / Alto rendimiento
6589,37,5.59,2.5,8.41,6.88,5.06,89.1,Low,Instagram Reels,1,2,Bajo consumo / Alto rendimiento
6590,38,4.98,10.37,6.66,9.51,2.74,87.5,High,YouTube Shorts,3,0,Alto consumo / Alto rendimiento
6591,23,2.28,2.64,6.97,5.18,7.8,90.12,Medium,YouTube Shorts,2,2,Bajo consumo / Alto rendimiento
6592,17,5.9,10.87,8.95,1.47,2.74,49.46,Low,Instagram Reels,1,1,Alto consumo / Bajo rendimiento
6593,33,4.4,3.25,8.93,7.3,2.12,81.06,Low,TikTok,1,2,Bajo consumo / Alto rendimiento
6594,34,0.84,2.65,6.93,3.29,9.95,97.61,Low,Instagram Reels,1,2,Bajo consumo / Alto rendimiento
6595,19,0.69,7.63,4.17,3.91,5.03,55.36,Low,YouTube Shorts,1,1,Alto consumo / Bajo rendimiento
6596,24,1.43,7.02,5.98,2.77,2.53,83.0,Medium,Instagram Reels,2,3,Alto consumo / Bajo rendimiento
6597,31,4.5,6.91,8.69,3.78,9.05,55.54,Medium,Instagram Reels,2,3,Alto consumo / Bajo rendimiento
6598,29,1.51,7.75,5.44,8.47,3.08,58.43,High,TikTok,3,0,Alto consumo / Alto rendimiento
6599,37,3.31,4.87,9.0,6.19,9.33,69.12,Low,TikTok,1,2,Bajo consumo / Alto rendimiento
6600,39,1.01,8.63,4.42,1.98,2.07,93.7,High,YouTube Shorts,3,3,Alto consumo / Bajo rendimiento
6601,22,5.56,7.02,6.84,6.28,8.58,42.32,Low,TikTok,1,1,Alto consumo / Bajo rendimiento
6602,29,2.39,5.35,6.58,6.7,2.66,99.38,High,Instagram Reels,3,0,Alto consumo / Alto rendimiento
6603,35,5.49,10.27,5.28,8.96,9.45,86.32,High,YouTube Shorts,3,0,Alto consumo / Alto rendimiento
6604,44,5.7,9.28,8.74,8.74,6.17,61.59,Medium,YouTube Shorts,2,0,Alto consumo / Alto rendimiento
6605,28,0.53,5.94,7.1,1.57,2.71,61.25,Low,YouTube Shorts,1,2,Bajo consumo / Alto rendimiento
6606,34,3.05,10.48,5.15,8.8,8.6,68.98,High,TikTok,3,0,Alto consumo / Alto rendimiento
6607,42,0.64,11.2,5.92,1.46,4.52,92.53,High,Instagram Reels,3,3,Alto consumo / Bajo rendimiento
6608,21,5.5,7.37,7.61,2.39,7.6,41.08,Low,TikTok,1,1,Alto consumo / Bajo rendimiento
6609,35,3.35,4.15,5.49,2.0,6.79,72.89,High,Instagram Reels,3,3,Alto consumo / Bajo rendimiento
6610,37,0.91,11.16,8.4,2.64,7.43,43.37,Low,YouTube Shorts,1,1,Alto consumo / Bajo rendimiento
6611,26,1.11,3.89,4.83,8.23,4.09,46.94,High,YouTube Shorts,3,0,Alto consumo / Alto rendimiento
6612,31,2.61,2.48,5.32,7.18,9.45,81.44,Medium,Instagram Reels,2,2,Bajo consumo / Alto rendimiento
6613,31,5.67,5.27,4.72,7.18,6.04,54.06,Medium,YouTube Shorts,2,2,Bajo consumo / Alto rendimiento
6614,24,4.31,9.27,4.52,9.3,1.7,42.5,High,Instagram Reels,3,0,Alto consumo / Alto rendimiento
6615,44,5.27,11.23,5.5,4.53,1.6,49.85,Medium,TikTok,2,1,Alto consumo / Bajo rendimiento
6616,43,2.52,8.37,9.0,1.03,7.64,52.52,High,Instagram Reels,3,3,Alto consumo / Bajo rendimiento
6617,33,0.74,11.52,4.47,6.76,8.65,86.19,Medium,TikTok,2,1,Alto consumo / Bajo rendimiento
6618,28,5.86,2.92,5.07,8.81,7.26,77.5,Medium,YouTube Shorts,2,2,Bajo consumo / Alto rendimiento
6619,25,0.59,2.61,5.36,9.79,3.5,84.11,Low,YouTube Shorts,1,2,Bajo consumo / Alto rendimiento
6620,16,5.71,8.04,7.1,4.28,3.03,62.19,Low,Instagram Reels,1,1,Alto consumo / Bajo rendimiento
6621,32,2.53,11.66,7.73,8.4,6.09,46.79,Medium,Instagram Reels,2,0,Alto consumo / Alto rendimiento
6622,21,0.56,7.03,7.76,8.64,2.77,88.32,High,Instagram Reels,3,0,Alto consumo / Alto rendimiento
6623,26,4.29,2.52,4.04,2.3,4.41,48.42,High,YouTube Shorts,3,3,Alto consumo / Bajo rendimiento
6624,40,5.89,4.21,7.26,6.68,6.66,62.96,Low,Instagram Reels,1,2,Bajo consumo / Alto rendimiento
6625,16,5.81,4.45,7.15,2.56,3.56,55.74,Low,Instagram Reels,1,2,Bajo consumo / Alto rendimiento
6626,41,1.39,5.38,6.59,5.02,4.38,57.79,Medium,TikTok,2,2,Bajo consumo / Alto rendimiento
6627,34,1.5,2.44,5.9,8.91,4.24,76.11,High,YouTube Shorts,3,0,Alto consumo / Alto rendimiento
6628,32,3.61,11.05,7.99,8.11,5.14,49.86,High,Instagram Reels,3,0,Alto consumo / Alto rendimiento
6629,20,4.01,7.16,5.72,6.13,7.07,66.75,Medium,TikTok,2,1,Alto consumo / Bajo rendimiento
6630,38,4.57,8.71,5.15,8.28,8.04,78.32,Low,Instagram Reels,1,1,Alto consumo / Bajo rendimiento
6631,24,1.5,2.67,5.55,2.38,6.99,92.13,High,YouTube Shorts,3,3,Alto consumo / Bajo rendimiento
6632,34,5.77,2.54,6.2,2.75,1.24,62.27,Medium,Instagram Reels,2,2,Bajo consumo / Alto rendimiento
6633,29,4.01,7.86,5.07,2.88,9.07,59.12,Medium,Instagram Reels,2,3,Alto consumo / Bajo rendimiento
